"학교명",학교 영문명,본분교구분명,대학구분명,학교구분명,설립형태구분명,시도코드,시도명,소재지도로명주소,소재지지번주소,도로명우편번호,소재지우편번호,홈페이지주소,대표전화번호,대표팩스번호,설립일자,기준연도,데이터기준일자
"전주대학교 일반대학원",Graduate School Jeonju University,본교,대학원,일반대학원,사립,45,전라북도,"전라북도 전주시 완산구 천잠로 303 (효자동2가, 전주대학교)",,55069,,www.jj.ac.kr,1577-7177,063-220-2072,1981-11-25,2022,2022-12-21
"전주대학교 행정대학원",Graduate  School  Of  Public  Administration Jeonju University,본교,대학원,특수대학원,사립,45,전라북도,"전라북도 전주시 완산구 천잠로 303 (효자동2가, 전주대학교)",,55069,,"www.jj,ac.kr",1577-7177,063-220-2072,1984-11-27,2022,2022-12-21
"제주국제대학교 경영대학원",Jejuinternationaluniversity,본교,대학원,특수대학원,사립,50,제주특별자치도,제주특별자치도 제주시 516로 2870 (영평동),,63309,,www.jeju.ac.kr,064-754-0216,064-702-8330,2013-03-01,2022,2022-12-21
"제주국제대학교 경찰법무대학원",Jejuinternationaluniversity Graduateschool Of Policepracticallaw,본교,대학원,특수대학원,사립,50,제주특별자치도,제주특별자치도 제주시 516로 2870 (영평동),,63309,,www.jeju.ac.kr,064-754-0215,064-702-8330,2013-03-01,2022,2022-12-21
"제주국제대학교 교육대학원",Jejuinternationaluniversity Graduateschool Of Education,본교,대학원,특수대학원,사립,50,제주특별자치도,제주특별자치도 제주시 516로 2870 (영평동),,63309,,www.jeju.ac.kr,064-754-0216,064-702-8330,2012-03-01,2022,2022-12-21
"제주국제대학교 글로벌제주학융합대학원",Jejuinternational University Graduate School Of Global Jejuology Convergence,본교,대학원,특수대학원,사립,50,제주특별자치도,제주특별자치도 제주시 516로 2870 (영평동),,63309,,www.jeju.ac.kr,064-702-0754,064-754-0245,2015-03-01,2022,2022-12-21
"제주국제대학교 사회복지대학원",Jejuinternationaluniversity Graduateschool Of Socialwelfare,본교,대학원,특수대학원,사립,50,제주특별자치도,제주특별자치도 제주시 516로 2870 (영평동),,63309,,www.jeju.ac.kr,064-754-0216,064-702-8330,2013-03-01,2022,2022-12-21
"제주국제대학교 사회복지임상치료대학원",Jejuinternational University Graduate School Of Social Work & Clinical Therapy,본교,대학원,특수대학원,사립,50,제주특별자치도,제주특별자치도 제주시 516로 2870 (영평동),,63309,,www.jeju.ac.kr,064-754-0245,064-702-0754,2015-03-01,2022,2022-12-21
"제주국제대학교 산업대학원",Jejuinternationaluniversity Graduateschool Of Industry,본교,대학원,특수대학원,사립,50,제주특별자치도,제주특별자치도 제주시 516로 2870 (영평동),,63309,,www.jeju.ac.kr,064-754-0216,064-702-8330,2013-03-01,2022,2022-12-21
"제주국제대학교 일반대학원",Jejuinternational University Graduate School,본교,대학원,일반대학원,사립,50,제주특별자치도,제주특별자치도 제주시 516로 2870 (영평동),,63309,,www.jeju.ac.kr,064-754-0245,064-702-0754,2016-03-01,2022,2022-12-21
"제주대학교 경영대학원",Jeju National University Graduate School Of Business Administration,본교,대학원,특수대학원,국립,50,제주특별자치도,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교)",,63243,,jnumba.jejunu.ac.kr,064-754-2114,064-755-8562,1990-03-01,2022,2022-12-21
"제주대학교 교육대학원",Jeju National University Graduate School Of Education,본교,대학원,특수대학원,국립,50,제주특별자치도,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교)",,63243,,gsedu.jejunu.ac.kr,064-754-2114,064-755-8562,1979-03-01,2022,2022-12-21
"제주대학교 대학원",Jeju National University Graduate School,본교,대학원,일반대학원,국립,50,제주특별자치도,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교)",,63243,,gs.jejunu.ac.kr,064-754-2114,064-755-8562,1979-03-01,2022,2022-12-21
"제주대학교 법학전문대학원",Jeju National University Law School,본교,대학원,전문대학원,국립,50,제주특별자치도,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교)",,63243,,lawschool.jejunu.ac.kr,064-754-2114,064-755-8562,2009-03-01,2022,2022-12-21
"제주대학교 보건대학원",Jeju National University School Of Public Health,본교,대학원,특수대학원,국립,50,제주특별자치도,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교)",,63243,,,064-754-2145,064-755-8562,2016-03-01,2022,2022-12-21
"제주대학교 보건복지대학원",Graduste School Of Public Health And Welfare,본교,대학원,특수대학원,국립,50,제주특별자치도,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교)",,63243,,health.jejunu.ac.kr,065-754-8061,064-755-8059,2016-03-01,2022,2022-12-21
"제주대학교 사회교육대학원",Jeju National University Graduate School Of Public Health,본교,대학원,특수대학원,국립,50,제주특별자치도,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교)",,63243,,gsse.jejunu.ac.kr,064-754-2145,064-755-8562,2008-03-01,2022,2022-12-21
"제주대학교 산업대학원",Jeju National University Graduate School Of Industry,본교,대학원,특수대학원,국립,50,제주특별자치도,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교)",,63243,,gsind.jejunu.ac.kr,064-754-2114,064-755-8562,1997-03-01,2022,2022-12-21
"제주대학교 의학전문대학원",Jeju National University School Of Medicine,본교,대학원,전문대학원,국립,50,제주특별자치도,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교)",,63243,,medical.jejunu.ac.kr,064-754-2114,064-755-8562,2008-03-01,2022,2022-12-21
"제주대학교 통역번역대학원",Jeju National University School Of Interpretation & Translation,본교,대학원,전문대학원,국립,50,제주특별자치도,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교)",,63243,,www.jejunu.ac.kr,064-754-2114,064-755-8562,2000-03-01,2022,2022-12-21
"제주대학교 행정대학원",Jeju National University Graduate School Of Public Administration,본교,대학원,특수대학원,국립,50,제주특별자치도,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교)",,63243,,gspa.jejunu.ac.kr/,064-754-2114,064-755-8562,1991-03-01,2022,2022-12-21
"조선대학교 경영대학원","Graduate School Of Business Administration, Chosun University",본교,대학원,특수대학원,사립,29,광주광역시,광주광역시 동구 조선대5길 76,,61452,,www.chosun.ac.kr/~gsba/,062-230-7037,062-225-5944,1994-10-21,2022,2022-12-21
"조선대학교 교육대학원","Graduate School Of Education,Chosun University",본교,대학원,특수대학원,사립,29,광주광역시,광주광역시 동구 조선대길 184,,61452,,www.chosun.ac.kr/~edu,062-230-6421,062-232-8408,1978-12-30,2022,2022-12-21
"조선대학교 대학원",Thegraduateschoolofchosununiv,본교,대학원,일반대학원,사립,29,광주광역시,"광주광역시 동구 필문대로 309 (서석동, 조선대학교)",,61452,,www.chosun.ac.kr/~grad,062-230-6402,062-608-5239,1946-09-29,2022,2022-12-21
"조선대학교 디자인대학원","Graduate School Of Design, Chosun University",본교,대학원,특수대학원,사립,29,광주광역시,광주광역시 동구 조선대길 73,,61452,,www.chosun.ac.kr/~gsd,062-230-6143,062-232-5756,2001-07-26,2022,2022-12-21
"조선대학교 보건대학원",Chosun University Graduate School Of Health Science,본교,대학원,특수대학원,사립,29,광주광역시,광주광역시 동구 조선대2길 11,,61452,,www.chosun.ac.kr/~ehs14/,062-230-6355,062-234-4918,1993-09-04,2022,2022-12-21
"조선대학교 산업기술융합대학원","Graduate School Of Industry Technology Convergence, Chosun University",본교,대학원,특수대학원,사립,29,광주광역시,광주광역시 동구 조선대1길 10,,61452,,www.chosun.ac.kr/~gi/,062-230-6432,062-232-9065,1979-12-05,2022,2022-12-21
"조선대학교 산업기술창업대학원","Graduate School of Industrial Technology Creation, Chosun University",본교,대학원,특수대학원,사립,29,광주광역시,광주광역시 동구 조선대1길 10,,61452,,www.chosun.ac.kr/user/indexMain.do?siteId=gi,062-230-6432,062-232-9065,1979-12-05,2022,2022-12-21
"조선대학교 의학전문대학원","School Of Medicine, Chosun University",본교,대학원,전문대학원,사립,29,광주광역시,광주광역시 동구 조선대4길 20,,61452,,www.chosun.ac.kr/~medical/,062-230-6396,062-232-9213,2009-03-02,2022,2022-12-21
"조선대학교 임상약학대학원","Graduate School Of Clinical Pharmacy, Chosun University",본교,대학원,특수대학원,사립,29,광주광역시,광주광역시 동구 조선대1길 9,,61452,,www.chosun.ac.kr/user/clinicalpharm/,062-230-6362,062-222-5414,2011-11-01,2022,2022-12-21
"조선대학교 정책대학원",Chosun Univ Graduate School Of Policy,본교,대학원,특수대학원,사립,29,광주광역시,광주광역시 동구 조선대5길 76,,61452,,www.chosun.ac.kr/~gsp,062-230-6671,062-234-6280,1995-10-18,2022,2022-12-21
"조선대학교 치의학전문대학원","School Of Dentistry, Chosun University",본교,대학원,전문대학원,사립,29,광주광역시,광주광역시 동구 조선대길 7,,61452,,www.chosun.ac.kr/dentistry,062-230-6865,062-232-6896,2009-03-02,2022,2022-12-21
"중부대학교 교육대학원",Graduate School Of Education At Joongbu University,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 금산군 추부면 대학로 201 (마전리, 중부대학교)",,32713,,www.joongbu.ac.kr/grad,041-750-6870,041-752-0558,2000-10-25,2022,2022-12-21
"중부대학교 원격대학원",Cyber Graduate School Joongbu University,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 금산군 추부면 대학로 201 (마전리, 중부대학교)",,32713,,cyber.joongbu.ac.kr,041-750-6870,041-752-0558,2001-07-26,2022,2022-12-21
"중부대학교 인문산업대학원",Graduate Sclool Of  Humanities And Industry At Joongbu University,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 금산군 추부면 대학로 201 (마전리, 중부대학교)",,32713,,www.joongbu.ac.kr/grad,041-750-6870,041-752-0558,1996-11-02,2022,2022-12-21
"중부대학교 일반대학원",Graduate School Of Joongbu University,본교,대학원,일반대학원,사립,44,충청남도,"충청남도 금산군 추부면 대학로 201 (마전리, 중부대학교)",,32713,,www.joongbu.ac.kr/grad,041-750-6870,041-752-0558,2001-07-26,2022,2022-12-21
"중부대학교 휴먼텍대학원",Graduate School of Humantech at joongbu Univers,본교,대학원,특수대학원,사립,44,충청남도,충청남도 금산군 추부면 대학로 201,,32713,,www.joongbu.ac.kr/grad,041-750-6870,041-752-0558,2020-09-23,2022,2022-12-21
"중앙대학교 건강간호대학원",Chung-Ang University Graduate School Of Nursing And Health Professions,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",,06974,,gsn.cau.ac.kr/,02-820-5962,02-824-7961,2013-03-01,2022,2022-12-21
"중앙대학교 건설대학원",Chung-Ang University Graduate School Of Construction Engineering,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",,06974,,www.caugsce.org/,02-820-5056,02-812-8331,1983-09-01,2022,2022-12-21
"중앙대학교 경영전문대학원",Chung-Ang University Graduate School Of Business,본교,대학원,전문대학원,사립,11,서울특별시,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",,06974,,mba.cau.ac.kr,02-820-5037,02-812-4337,2007-03-01,2022,2022-12-21
"중앙대학교 교육대학원",Chung-Ang University Graduate School Of Education,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",,06974,,gse.cau.ac.kr/,02-820-5083,02-815-4467,1979-12-05,2022,2022-12-21
"중앙대학교 국악교육대학원",Chung-Ang University Graduate School of Korean Music Education,제2캠퍼스,대학원,특수대학원,사립,41,경기도,"경기도 안성시 대덕면 서동대로 4726 (내리, 중앙대학교)",,17546,,gugak.cau.ac.kr,031-670-4813,031-676-9232,2003-03-01,2022,2022-12-21
"중앙대학교 국제대학원",Chung-Ang University Graduate School Of International Studies,본교,대학원,전문대학원,사립,11,서울특별시,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",,06974,,gsis.cau.ac.kr/,02-820-5623,02-827-0155,1996-12-01,2022,2022-12-21
"중앙대학교 글로벌대학원",Chung-Ang University Graduate School Of International Studies,본교,대학원,전문대학원,사립,11,서울특별시,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",,06974,,,02-820-3114,02-814-1659,2012-03-01,2022,2022-12-21
"중앙대학교 글로벌인적자원개발대학원",Chung-Ang University Graduate School Of Human Resource Development,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",,06974,,ghrd.cau.ac.kr/,02-820-5404,02-815-4467,2006-03-01,2022,2022-12-21
"중앙대학교 대학원",Chung-Ang University Graduate School,본교,대학원,일반대학원,사립,11,서울특별시,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",,06974,,caugs.cau.ac.kr/,02-820-5022,02-812-7261,1918-04-01,2022,2022-12-21
"중앙대학교 대학원",Chung-Ang University Graduate School,제2캠퍼스,대학원,일반대학원,사립,41,경기도,"경기도 안성시 대덕면 서동대로 4726 (내리, 중앙대학교)",,17546,,caugs.cau.ac.kr/,031-670-3048,02-812-7261,1918-04-01,2022,2022-12-21
"중앙대학교 법학전문대학원",Chung-Ang University Law School,본교,대학원,전문대학원,사립,11,서울특별시,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",,06974,,lawschool.cau.ac.kr,02-820-5424,02-816-6760,2009-03-01,2022,2022-12-21
"중앙대학교 보안대학원",Chung-Ang University Graduate School of Security,본교,대학원,특수대학원,사립,11,서울특별시,서울특별시 동작구 흑석로 84 (흑석동),,06974,,gss.cau.ac.kr,02-820-6329,02-817-4891,2020-03-01,2022,2022-12-21
"중앙대학교 사회개발대학원",Chung-Ang University Graduate School Of Socialdeveiopment,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",,06974,,causd.cau.ac.kr,02-820-5114,02-814-1659,1966-12-01,2022,2022-12-21
"중앙대학교 사회복지대학원",Chung-Ang University Graduate School Of Social Welfare,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",,06974,,causd.cau.ac.kr,02-820-5032,02-815-1260,2015-03-01,2022,2022-12-21
"중앙대학교 산업창업경영대학원",Chung-Ang University Graduate School Of Industrial And Entrepreneurial Management,제2캠퍼스,대학원,특수대학원,사립,41,경기도,"경기도 안성시 대덕면 서동대로 4726 (내리, 중앙대학교)",,17546,,iem.cau.ac.kr,031-670-3008,031-675-1380,1989-09-01,2022,2022-12-21
"중앙대학교 신문방송대학원",Chung-Ang University Graduate School Of Mass Communication,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",,06974,,shinbang.cau.ac.kr,02-820-5051,02-827-0155,1980-11-01,2022,2022-12-21
"중앙대학교 심리서비스대학원",Chung-Ang University Graduate School Of Psychological Service,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",,06974,,gsps.cau.ac.kr,02-820-5495,02-812-7261,2015-03-01,2022,2022-12-21
"중앙대학교 예술대학원",Chung-Ang University Graduate School Of Arts,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",,06974,,www.gsa.cau.ac.kr/,02-820-5461,02-814-9110,1995-11-01,2022,2022-12-21
"중앙대학교 의약식품대학원",Chung-Ang University Graduate School Of Food And Drug Administration,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",,06974,,www.fda.cau.ac.kr/index.htm,02-820-5114,02-814-1659,1995-03-01,2022,2022-12-21
"중앙대학교 의학전문대학원",Chung-Ang University Graduate School Of Medicine,본교,대학원,전문대학원,사립,11,서울특별시,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",,06974,,med.cau.ac.kr/,02-820-5114,02-814-1659,2009-03-01,2022,2022-12-21
"중앙대학교 정보대학원",Chung-Ang University Graduate School Of Information,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",,06974,,gsi.cau.ac.kr,02-820-5114,02-814-1659,1992-03-02,2022,2022-12-21
"중앙대학교 창업경영대학원",Chung-Ang University Graduate School of Entrepreneurship and Industrial Management,제2캠퍼스,대학원,특수대학원,사립,41,경기도,경기도 안성시 대덕면 서동대로 4726,,17546,,iem.cau.ac.kr,031-670-3008,031-675-1380,1989-09-01,2022,2022-12-21
"중앙대학교 첨단영상대학원","Chung-Ang University Graduate School Of Advanced Imaging Science, Multimedia & Film",본교,대학원,전문대학원,사립,11,서울특별시,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",,06974,,www.gsaim.cau.ac.kr/,02-820-5408,02-824-6726,1999-09-01,2022,2022-12-21
"중앙대학교 커뮤니케이션대학원",Chung-Ang University Graduate School of Communication,본교,대학원,특수대학원,사립,11,서울특별시,서울특별시 동작구 흑석로 84 (흑석동),,06974,,shinbang.cau.ac.kr,02-820-5051,02-827-0155,1980-11-01,2022,2022-12-21
"중앙대학교 행정대학원",Chung-Ang University Graduate School Of Public Administration,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",,06974,,gspa.cau.ac.kr/,02-820-5066,02-827-0155,2010-03-15,2022,2022-12-21
"중앙승가대학교 대학원",Graduate School Of Joong-Ang Sangha University,본교,대학원,일반대학원,사립,41,경기도,"경기도 김포시 승가로 147 (풍무동, 중앙승가대학)",,10118,,admission.sangha.ac.kr/GRADUATE/,031-980-7862,031-980-7863,2003-03-06,2022,2022-12-21
"중원대학교 문화예술대학원",Graduate School Of Culture And Arts,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 괴산군 괴산읍 문무로 85 (동부리, 중원대학교)",,28024,,www.jwu.ac.kr,043-830-8114,043-830-8115,2014-03-03,2022,2022-12-21
"중원대학교 사회과학대학원",Graduate School Of Social Sciences,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 괴산군 괴산읍 문무로 85 (동부리, 중원대학교)",,28024,,www.jwu.ac.kr,043-830-8114,043-830-8115,2014-03-03,2022,2022-12-21
"중원대학교 사회문화대학원",Graduate School Of Social Culture Jungwon University,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 괴산군 괴산읍 문무로 85 (동부리, 중원대학교)",,28024,,www.jwu.ac.kr,043-830-8114,043-830-8115,2016-03-02,2022,2022-12-21
"중원대학교 일반대학원",Graduate School Jungwon University,본교,대학원,일반대학원,사립,43,충청북도,"충청북도 괴산군 괴산읍 문무로 85 (동부리, 중원대학교)",,28024,,www.jwu.ac.kr,043-830-8114,043-830-8115,2011-03-02,2022,2022-12-21
"중원대학교 평생학습대학원",Graduate School Of Lifelong Learning Jungwon University,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 괴산군 괴산읍 문무로 85 (동부리, 중원대학교)",,28024,,www.jwu.ac.kr,043-830-8114,043-830-8115,2014-03-03,2022,2022-12-21
"진주교육대학교 교육대학원",Graduateschoolofeducationchinjun.U.E,본교,대학원,특수대학원,국립,48,경상남도,"경상남도 진주시 진양호로369번길 3 (신안동, 진주교육대학교)",,52673,,www.cue.ac.kr,055-740-1331,055-740-1339,1996-03-01,2022,2022-12-21
"진주산업대학교 벤처창업대학원(산업대)",Graduate School Of Venture Business & Entrepreneurship,본교,대학원,특수대학원,국립,48,경상남도,"경상남도 진주시 동진로 33 (칠암동, 경남과학기술대학교)",,52725,,www.gntech.ac.kr,055-751-3114,055-752-9554,1999-11-02,2022,2022-12-21
"진주산업대학교 산업대학원(산업대)",Graduate School Of Industry Jinju National Univ.,본교,대학원,특수대학원,국립,48,경상남도,"경상남도 진주시 동진로 33 (칠암동, 경남과학기술대학교)",,52725,,www.gntech.ac.kr,055-751-3114,055-752-9554,1996-10-12,2022,2022-12-21
"차의과학대학교 경영대학원",CHA Business School : Mba,본교,대학원,특수대학원,사립,41,경기도,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학)",,11160,,cbs.cha.ac.kr/,031-881-7085,031-881-7069,2015-12-01,2022,2022-12-21
"차의과학대학교 대학원","General Graduate School, CHA Univ.",본교,대학원,일반대학원,사립,41,경기도,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학)",,11160,,www.cha.ac.kr,031-881-7071,031-881-7069,2002-03-01,2022,2022-12-21
"차의과학대학교 미술치료대학원","Graduate School Of Art Therapy, CHA Univ.",본교,대학원,특수대학원,사립,41,경기도,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학)",,11160,,gat.cha.ac.kr/,031-881-7072,031-881-7069,2014-03-01,2022,2022-12-21
"차의과학대학교 보건산업대학원","Graduate School Of Health & Industry, CHA Univ.",본교,대학원,특수대학원,사립,41,경기도,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학)",,11160,,gs.cha.ac.kr/,031-881-7072,031-881-7069,2015-08-01,2022,2022-12-21
"차의과학대학교 스포츠의학대학원","Graduate School Of Sports Medicine, CHA Univ.",본교,대학원,특수대학원,사립,41,경기도,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학)",,11160,,gsports.cha.ac.kr,031-881-7072,031-881-7069,2016-09-01,2022,2022-12-21
"차의과학대학교 융합경영대학원","Graduate School Of Interdisciplinary Management, Cha Univ.",본교,대학원,특수대학원,사립,41,경기도,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학)",,11160,,www.cha.ac.kr,031-881-7072,031-881-7077,2015-12-01,2022,2022-12-21
"차의과학대학교 의학전문대학원","School Of Medicine, CHA Univ.",본교,대학원,전문대학원,사립,41,경기도,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학)",,11160,,medicine.cha.ac.kr,031-881-7064,031-881-7069,2002-11-05,2022,2022-12-21
"차의과학대학교 임상상담심리대학원","Graduate School Of Clinical Counseling Psychology, CHA Univ.",본교,대학원,특수대학원,사립,41,경기도,"경기도 포천시 해룡로 120 (동교동, 차의과학대학교)",,11160,,psy.cha.ac.kr,031-881-7072,031-881-7069,2017-10-01,2022,2022-12-21
"차의과학대학교 임상약학대학원","Graduate School Of Clinical Pharmacy, CHA Univ.",본교,대학원,특수대학원,사립,41,경기도,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학)",,11160,,gcp.cha.ac.kr,031-881-7072,031-881-7069,2014-03-01,2022,2022-12-21
"차의과학대학교 통합의학대학원","Graduate School Of Integrative Medicine, CHA Univ.",본교,대학원,특수대학원,사립,41,경기도,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학)",,11160,,gam.cha.ac.kr,031-881-7072,031-881-7069,2000-07-18,2022,2022-12-21
"창신대학교 대학원",Changshin University Graduate School,본교,대학원,일반대학원,사립,48,경상남도,경상남도 창원시 마산회원구 팔용로 262 (합성동),,51352,,grad.cs.ac.kr,055-250-3150,055-250-3154,2017-03-02,2022,2022-12-21
"창신대학교 미용예술대학원",Changshin University Graduate School Of Cosmetology,본교,대학원,특수대학원,사립,48,경상남도,"경상남도 창원시 마산회원구 팔용로 262 (합성동, 창신대학교)",,51352,,,055-250-3152,055-250-3154,2017-03-02,2022,2022-12-21
"창신대학교 복지문화대학원",Changshin University Graduate School of Welfare and Culture,본교,대학원,특수대학원,사립,48,경상남도,경상남도 창원시 마산회원구 팔용로 262 (합성동),,51352,,grad.cs.ac.kr,055-250-3151,055-250-3154,2017-03-02,2022,2022-12-21
"창신대학교 부동산경영대학원",Changshin University Graduate School of Real Estate Management,본교,대학원,특수대학원,사립,48,경상남도,경상남도 창원시 마산회원구 팔용로 262 (합성동),,51352,,grad.cs.ac.kr,055-250-3150,055-259-3154,2017-03-02,2022,2022-12-21
"창신대학교 부동산대학원",Changshin University Graduate School Of Real Estate,본교,대학원,특수대학원,사립,48,경상남도,"경상남도 창원시 마산회원구 팔용로 262 (합성동, 창신대학교)",,51352,,,055-250-3152,055-250-3154,2017-03-02,2022,2022-12-21
"창신대학교 사회복지대학원",Changshin University Graduate School Of Social Welfare,본교,대학원,특수대학원,사립,48,경상남도,"경상남도 창원시 마산회원구 팔용로 262 (합성동, 창신대학교)",,51352,,,055-250-3105,055-250-3107,2017-03-02,2022,2022-12-21
"창신대학교 음악대학원",Changshin University,본교,대학원,특수대학원,사립,48,경상남도,"경상남도 창원시 마산회원구 팔용로 262 (합성동, 창신대학교)",,51352,,www.cs.ac.kr,055-250-3001,055-297-5181,2019-03-01,2022,2022-12-21
"창원대학교 경영대학원",Graduate School Of Business Changwon National Universty,본교,대학원,특수대학원,국립,48,경상남도,"경상남도 창원시 의창구 창원대학로 20 (사림동, 창원대학교)",,51140,,http://www.changwon.ac.kr/gsb/main.do,055-213-2333,055-213-2339,1997-03-01,2022,2022-12-21
"창원대학교 교육대학원",Graduate School Of Education Changwon National University,본교,대학원,특수대학원,국립,48,경상남도,"경상남도 창원시 의창구 창원대학로 20 (사림동, 창원대학교)",,51140,,www.changwon.ac.kr/gse/main.do,055-213-2390,055-213-2399,1994-03-01,2022,2022-12-21
"창원대학교 그린에너지대학원",Graduate School Of Green Energy Changwon National University,본교,대학원,특수대학원,국립,48,경상남도,"경상남도 창원시 의창구 창원대학로 20 (사림동, 창원대학교)",,51140,,,055-213-2364,055-213-2369,2010-03-01,2022,2022-12-21
"창원대학교 노동대학원",Graudate Shcool Of Labor Changwon National University,본교,대학원,특수대학원,국립,48,경상남도,"경상남도 창원시 의창구 창원대학로 20 (사림동, 창원대학교)",,51140,,,055-213-2323,055-213-2329,1999-11-02,2022,2022-12-21
"창원대학교 대학원",Graduate School Of Changwon National University,본교,대학원,일반대학원,국립,48,경상남도,"경상남도 창원시 의창구 창원대학로 20 (사림동, 창원대학교)",,51140,,www.changwon.ac.kr/gs/main.do,055-213-2390,055-213-2399,1988-03-01,2022,2022-12-21
"창원대학교 보건대학원",Graduate School Of Public Health Changwon National University,본교,대학원,특수대학원,국립,48,경상남도,"경상남도 창원시 의창구 창원대학로 20 (사림동, 창원대학교)",,51140,,www.changwon.ac.kr/gshealth/main.do,055-213-2353,055-213-2359,2010-12-06,2022,2022-12-21
"창원대학교 사회복지대학원",Graduate School Of Social Welfare Changwon National University,본교,대학원,특수대학원,국립,48,경상남도,"경상남도 창원시 의창구 창원대학로 20 (사림동, 창원대학교)",,51140,,www.changwon.ac.kr/sw/main.do,055-213-2322,055-213-2329,2010-03-01,2022,2022-12-21
"창원대학교 산업대학원",Graduate School  Of Engineering Changwon National University,본교,대학원,특수대학원,국립,48,경상남도,"경상남도 창원시 의창구 창원대학로 20 (사림동, 창원대학교)",,51140,,www.changwon.ac.kr/gseni/main.do,055-213-2365,055-213-2369,1993-03-01,2022,2022-12-21
"창원대학교 행정대학원",Graduate School Of Public Affairs Changwon National University,본교,대학원,특수대학원,국립,48,경상남도,"경상남도 창원시 의창구 창원대학로 20 (사림동, 창원대학교)",,51140,,www.changwon.ac.kr/gsp/main.do,055-213-2323,055-213-2329,1997-03-01,2022,2022-12-21
"청운대학교 대학원",Chungwoon University Graduate School,본교,대학원,특수대학원,사립,44,충청남도,충청남도 홍성군 홍성읍 대학길 25 (남장리),,32244,,egrad.chungwoon.ac.kr/,041-630-3114,041-634-8700,1997-10-21,2022,2022-12-21
"청운대학교 산업기술경영대학원",Graduate School Of Technology And Management,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 홍성군 홍성읍 대학길 25 (남장리, 청운대학교)",,32244,,egrad.chungwoon.ac.kr/,041-630-3114,041-634-8700,1997-10-21,2022,2022-12-21
"청운대학교 정보산업대학원",The Graduate School Of Information & Industry,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 홍성군 홍성읍 대학길 25 (남장리, 청운대학교)",,32244,,egrad.chungwoon.ac.kr/,041-630-3114,041-634-8700,1997-10-21,2022,2022-12-21
